"Date","Sea Surface Temperature (oC)"
1993-11-17,9.627
1993-11-18,9.602
1993-11-19,9.422
1993-11-20,9.501
1993-11-21,9.457
1993-11-22,9.216
1993-11-23,9.136
1993-11-24,9.051
1993-11-25,8.796
1993-11-26,8.425
1993-11-27,8.166
1993-11-28,8.075
1993-11-29,8.228
1993-11-30,8.209
1993-12-01,7.988
1993-12-02,7.741
1993-12-03,7.623
1993-12-04,7.497
1993-12-05,7.372
1993-12-06,7.385
1993-12-07,6.96
1993-12-08,6.561
1993-12-09,6.347
1993-12-10,6.255
1993-12-11,6.295
1993-12-12,6.993
1993-12-13,7.08
1993-12-14,7.288
1993-12-15,7.426
1993-12-16,7.505
1993-12-17,7.569
1993-12-18,7.327
1993-12-19,7.119
1993-12-20,6.971
1993-12-21,6.867
1993-12-22,6.977
1993-12-23,6.377
1993-12-24,6.544
1993-12-25,6.498
1993-12-26,6.643
1993-12-27,6.249
1993-12-28,5.929
1993-12-29,5.803
1993-12-30,5.698
1993-12-31,5.085
1994-01-01,4.317
1994-01-02,4.03
1994-01-03,3.675
1994-01-04,3.787
1994-01-05,3.952
1994-01-06,3.546
1994-01-07,3.39
1994-01-08,3.28
1994-01-09,3.355
1994-01-10,3.34
1994-01-11,3.224
1994-01-12,3.172
1994-01-13,3.005
1994-01-14,2.819
1994-01-15,2.712
1994-01-16,2.346
1994-01-17,1.896
1994-01-18,1.994
1994-01-19,1.54
1994-01-20,1.34
1994-01-21,1.114
1994-01-22,1.012
1994-01-23,0.779
1994-01-24,0.689
1994-01-25,0.675
1994-01-26,0.697
1994-01-27,0.72
1994-01-28,0.652
1994-01-29,0.659
1994-01-30,0.557
1994-01-31,0.542
1994-02-01,0.402
1994-02-02,0.2
1994-02-03,0.104
1994-02-04,0.061
1994-02-05,0.086
1994-02-06,0.114
1994-02-07,0.103
1994-02-08,0.05
1994-02-09,-0.086
1994-02-10,-0.247
1994-02-11,-0.603
1994-02-12,-0.809
1994-02-13,-0.808
1994-02-14,-0.724
1994-02-15,-0.871
1994-02-16,-0.828
1994-02-17,-0.82
1994-02-18,-0.817
1994-02-19,-0.766
1994-02-20,-0.725
1994-02-21,-0.651
1994-02-22,-0.544
1994-02-23,-0.597
1994-02-24,-0.753
1994-02-25,-0.635
1994-02-26,-0.59
1994-02-27,-0.655
1994-02-28,-0.777
1994-03-01,-0.855
1994-03-02,-0.932
1994-03-03,-1.023
1994-03-04,-0.931
1994-03-05,-0.886
1994-03-06,-0.869
1994-03-07,-0.904
1994-03-08,-0.906
1994-03-09,-0.858
1994-03-10,-0.784
1994-03-11,-0.686
1994-03-12,-0.677
1994-03-13,-0.631
1994-03-14,-0.509
1994-03-15,-0.354
1994-03-16,-0.107
1994-03-17,0.115
1994-03-18,0.111
1994-03-19,0.076
1994-03-20,0.092
1994-03-21,0.13
1994-03-22,0.194
1994-03-23,0.176
1994-03-24,0.263
1994-03-25,0.443
1994-03-26,0.579
1994-03-27,0.916
1994-03-28,0.771
1994-03-29,0.695
1994-03-30,0.771
1994-03-31,0.844
1994-04-01,0.845
1994-04-02,0.861
1994-04-03,0.895
1994-04-04,0.96
1994-04-05,1.274
1994-04-06,1.522
1994-04-07,1.457
1994-04-08,1.36
1994-04-09,1.524
1994-04-10,1.589
1994-04-11,1.624
1994-04-12,1.792
1994-04-13,2.014
1994-04-14,2.023
1994-04-15,2.11
1994-04-16,2.498
1994-04-17,2.43
1994-04-18,2.541
1994-04-19,2.802
1994-04-20,2.902
1994-04-21,2.893
1994-04-22,3.109
1994-04-23,3.061
1994-04-24,3.074
1994-04-25,3.139
1994-04-26,3.447
1994-04-27,3.476
1994-04-28,3.578
1994-04-29,4.041
1994-04-30,4.204
1994-05-01,4.405
1994-05-02,4.456
1994-05-03,4.637
1994-05-04,4.847
1994-05-05,4.941
1994-05-06,4.624
1994-05-07,4.711
1994-05-08,4.718
1994-05-09,4.68
1994-05-10,4.885
1994-05-11,5.15
1994-05-12,5.341
1994-05-13,5.348
1994-05-14,5.199
1994-05-15,5.121
1994-05-16,5.582
1994-05-17,5.485
1994-05-18,5.391
1994-05-19,5.265
1994-05-20,5.155
1994-05-21,5.692
1994-05-22,6.05
1994-05-23,6.293
1994-05-24,6.375
1994-05-25,6.427
1994-05-26,6.359
1994-05-27,6.252
1994-05-28,6.236
1994-05-29,6.253
1994-05-30,6.275
1994-05-31,6.257
1994-06-01,6.358
1994-06-02,6.621
1994-06-03,6.747
1994-06-04,7.051
1994-06-05,7.376
1994-06-06,7.37
1994-06-07,7.301
1994-06-08,7.491
1994-06-09,7.906
1994-06-10,7.975
1994-06-11,8.691
1994-06-12,9
1994-06-13,9.155
1994-06-14,9.4
1994-06-15,9.961
1994-06-16,10.566
1994-06-17,11.193
1994-06-18,11.095
1994-06-19,11.221
1994-06-20,11.461
1994-06-21,11.558
1994-06-22,11.261
1994-06-23,11.249
1994-06-24,11.506
1994-06-25,12.077
1994-06-26,12.471
1994-06-27,12.558
1994-06-28,13.066
1994-06-29,12.921
1994-06-30,12.898
1994-07-01,12.952
1994-07-02,13.306
1994-07-03,13.55
1994-07-04,14.247
1994-07-05,14.846
1994-07-06,14.443
1994-07-07,14.672
1994-07-08,15.009
1994-07-09,15.091
1994-07-10,15.431
1994-07-11,15.809
1994-07-12,16.418
1994-07-13,16.157
1994-07-14,16.096
1994-07-15,16.802
1994-07-16,16.701
1994-07-17,17.092
1994-07-18,17.407
1994-07-19,17.328
1994-07-20,17.511
1994-07-21,17.977
1994-07-22,18.209
1994-07-23,17.634
1994-07-24,17.438
1994-07-25,17.928
1994-07-26,18.625
1994-07-27,18.788
1994-07-28,18.785
1994-07-29,18.577
1994-07-30,18.47
1994-07-31,18.818
1994-08-01,18.912
1994-08-02,18.865
1994-08-03,19.291
1994-08-04,19.233
1994-08-05,18.567
1994-08-06,18.032
1994-08-07,17.986
1994-08-08,18.189
1994-08-09,18.857
1994-08-10,18.509
1994-08-11,18.193
1994-08-12,18.075
1994-08-13,18.319
1994-08-14,18.34
1994-08-15,17.687
1994-08-16,17.459
1994-08-17,17.56
1994-08-18,17.519
1994-08-19,17.508
1994-08-20,17.912
1994-08-21,17.67
1994-08-22,17.299
1994-08-23,17.071
1994-08-24,16.754
1994-08-25,17.003
1994-08-26,16.777
1994-08-27,16.827
1994-08-28,16.992
1994-08-29,16.901
1994-08-30,16.873
1994-08-31,16.875
1994-09-01,16.938
1994-09-02,16.85
1994-09-03,16.864
1994-09-04,16.805
1994-09-05,16.311
1994-09-06,15.786
1994-09-07,15.756
1994-09-08,15.933
1994-09-09,16.15
1994-09-10,16.314
1994-09-11,16.402
1994-09-12,16.293
1994-09-13,16.2
1994-09-14,16.305
1994-09-15,16.234
1994-09-16,16.23
1994-09-17,16.207
1994-09-18,16.186
1994-09-19,15.908
1994-09-20,15.753
1994-09-21,15.797
1994-09-22,15.616
1994-09-23,15.485
1994-09-24,15.459
1994-09-25,15.525
1994-09-26,15.562
1994-09-27,15.631
1994-09-28,15.611
1994-09-29,15.718
1994-09-30,15.78
1994-10-01,15.557
1994-10-02,15.097
1994-10-03,14.69
1994-10-04,14.415
1994-10-05,14.341
1994-10-06,14.234
1994-10-07,14.034
1994-10-08,13.955
1994-10-09,13.961
1994-10-10,14.003
1994-10-11,13.85
1994-10-12,13.314
1994-10-13,12.925
1994-10-14,12.812
1994-10-15,12.592
1994-10-16,12.244
1994-10-17,11.939
1994-10-18,11.693
1994-10-19,11.527
1994-10-20,11.535
1994-10-21,11.51
1994-10-22,11.608
1994-10-23,11.666
1994-10-24,11.66
1994-10-25,11.74
1994-10-26,11.741
1994-10-27,11.731
1994-10-28,11.595
1994-10-29,11.404
1994-10-30,11.265
1994-10-31,11.254
1994-11-01,11.196
1994-11-02,11.098
1994-11-03,10.889
1994-11-04,10.708
1994-11-05,10.725
1994-11-06,10.783
1994-11-07,10.815
1994-11-08,10.286
1994-11-09,10.038
1994-11-10,9.899
1994-11-11,9.488
1994-11-12,9.079
1994-11-13,8.83
1994-11-14,8.605
1994-11-15,8.37
1994-11-16,8.067
1994-11-17,7.884
1994-11-18,7.831
1994-11-19,7.817
1994-11-20,7.646
1994-11-21,7.399
1994-11-22,7.36
1994-11-23,7.214
1994-11-24,6.874
1994-11-25,6.561
1994-11-26,6.388
1994-11-27,6.169
1994-11-28,5.8
1994-11-29,6.044
1994-11-30,6.047
1994-12-01,5.942
1994-12-02,5.808
1994-12-03,5.8
1994-12-04,5.829
1994-12-05,5.828
1994-12-06,5.975
1994-12-07,5.874
1994-12-08,5.626
1994-12-09,5.471
1994-12-10,5.395
1994-12-11,5.268
1994-12-12,5.201
1994-12-13,5.036
1994-12-14,4.885
1994-12-15,4.776
1994-12-16,4.71
1994-12-17,4.702
1994-12-18,4.698
1994-12-19,4.7
1994-12-20,4.699
1994-12-21,4.636
1994-12-22,4.664
1994-12-23,4.677
1994-12-24,4.733
1994-12-25,4.819
1994-12-26,4.79
1994-12-27,4.685
1994-12-28,4.567
1994-12-29,4.429
1994-12-30,4.054
1994-12-31,3.905
1995-01-01,3.884
1995-01-02,3.829
1995-01-03,3.76
1995-01-04,3.56
1995-01-05,3.237
1995-01-06,2.789
1995-01-07,2.591
1995-01-08,2.5
1995-01-09,2.455
1995-01-10,2.279
1995-01-11,2.078
1995-01-12,1.967
1995-01-13,2.018
1995-01-14,2.099
1995-01-15,2.162
1995-01-16,2.127
1995-01-17,2.18
1995-01-18,2.271
1995-01-19,2.481
1995-01-20,2.496
1995-01-21,2.671
1995-01-22,2.775
1995-01-23,2.786
1995-01-24,2.777
1995-01-25,2.849
1995-01-26,2.977
1995-01-27,2.95
1995-01-28,2.805
1995-01-29,2.831
1995-01-30,2.922
1995-01-31,2.774
1995-02-01,2.833
1995-02-02,2.741
1995-02-03,2.794
1995-02-04,2.969
1995-02-05,3.767
1995-02-06,3.065
1995-02-07,2.784
1995-02-08,2.608
1995-02-09,2.659
1995-02-10,2.457
1995-02-11,2.353
1995-02-12,2.156
1995-02-13,1.777
1995-02-14,1.716
1995-02-15,1.535
1995-02-16,1.169
1995-02-17,0.988
1995-02-18,0.848
1995-02-19,0.675
1995-02-20,0.611
1995-02-21,0.679
1995-02-22,0.501
1995-02-23,0.407
1995-02-24,0.374
1995-02-25,0.319
1995-02-26,0.27
1995-02-27,0.3
1995-02-28,0.318
1995-03-01,0.535
1995-03-02,0.613
1995-03-03,0.618
1995-03-04,0.656
1995-03-05,0.676
1995-03-06,0.814
1995-03-07,0.984
1995-03-08,1.127
1995-03-09,1.238
1995-03-10,1.343
1995-03-11,1.406
1995-03-12,1.557
1995-03-13,1.587
1995-03-14,1.685
1995-03-15,1.847
1995-03-16,2.107
1995-03-17,2.535
1995-03-18,2.836
1995-03-19,2.912
1995-03-20,3.046
1995-03-21,3.133
1995-03-22,3.262
1995-03-23,3.303
1995-03-24,3.238
1995-03-25,3.15
1995-03-26,3.153
1995-03-27,3.071
1995-03-28,2.917
1995-03-29,2.777
1995-03-30,2.732
1995-03-31,2.729
1995-04-01,2.794
1995-04-02,2.756
1995-04-03,2.724
1995-04-04,2.77
1995-04-05,2.715
1995-04-06,2.567
1995-04-07,2.626
1995-04-08,2.846
1995-04-09,2.702
1995-04-10,2.66
1995-04-11,2.754
1995-04-12,2.843
1995-04-13,2.813
1995-04-14,2.804
1995-04-15,2.851
1995-04-16,2.932
1995-04-17,3.099
1995-04-18,3.269
1995-04-19,3.545
1995-04-20,3.372
1995-04-21,3.361
1995-04-22,3.689
1995-04-23,3.645
1995-04-24,3.495
1995-04-25,3.681
1995-04-26,3.703
1995-04-27,3.834
1995-04-28,3.958
1995-04-29,4.035
1995-04-30,4.02
1995-05-01,4.283
1995-05-02,4.468
1995-05-03,4.469
1995-05-04,4.213
1995-05-05,4.385
1995-05-06,4.264
1995-05-07,3.971
1995-05-08,3.7
1995-05-09,3.71
1995-05-10,3.776
1995-05-11,4.192
1995-05-12,4.288
1995-05-13,4.313
1995-05-14,4.402
1995-05-15,4.539
1995-05-16,4.573
1995-05-17,4.951
1995-05-18,4.823
1995-05-19,5.203
1995-05-20,5.664
1995-05-21,5.559
1995-05-22,5.561
1995-05-23,5.849
1995-05-24,5.902
1995-05-25,5.83
1995-05-26,6.13
1995-05-27,6.484
1995-05-28,6.815
1995-05-29,6.878
1995-05-30,6.637
1995-05-31,7.021
1995-06-01,7.37
1995-06-02,7.284
1995-06-03,7.434
1995-06-04,7.756
1995-06-05,8.113
1995-06-06,8.197
1995-06-07,8.381
1995-06-08,8.052
1995-06-09,8.409
1995-06-10,8.725
1995-06-11,8.485
1995-06-12,8.571
1995-06-13,8.685
1995-06-14,8.745
1995-06-15,8.701
1995-06-16,8.76
1995-06-17,8.986
1995-06-18,9.391
1995-06-19,9.471
1995-06-20,9.777
1995-06-21,9.991
1995-06-22,10.006
1995-06-23,10.174
1995-06-24,10.352
1995-06-25,10.538
1995-06-26,10.678
1995-06-27,10.738
1995-06-28,11.064
1995-06-29,10.993
1995-06-30,11.522
1995-07-01,11.81
1995-07-02,11.897
1995-07-03,11.998
1995-07-04,12.8
1995-07-05,13.729
1995-07-06,13.793
1995-07-07,13.44
1995-07-08,13.718
1995-07-09,13.566
1995-07-10,13.043
1995-07-11,13.438
1995-07-12,13.973
1995-07-13,14.342
1995-07-14,14.034
1995-07-15,14.563
1995-07-16,14.938
1995-07-17,15.11
1995-07-18,14.899
1995-07-19,14.632
1995-07-20,14.984
1995-07-21,15.113
1995-07-22,15.568
1995-07-23,15.779
1995-07-24,15.747
1995-07-25,16.297
1995-07-26,16.421
1995-07-27,16.285
1995-07-28,16.613
1995-07-29,16.534
1995-07-30,16.444
1995-07-31,16.684
1995-08-01,16.794
1995-08-02,17.008
1995-08-03,17.147
1995-08-04,17.163
1995-08-05,17.365
1995-08-06,17.128
1995-08-07,16.912
1995-08-08,17.423
1995-08-09,17.752
1995-08-10,18.113
1995-08-11,18.149
1995-08-12,18.164
1995-08-13,18.259
1995-08-14,18.436
1995-08-15,18.48
1995-08-16,18.535
1995-08-17,18.707
1995-08-18,18.927
1995-08-19,18.511
1995-08-20,18.582
1995-08-21,18.858
1995-08-22,18.965
1995-08-23,18.971
1995-08-24,18.76
1995-08-25,18.135
1995-08-26,17.289
1995-08-27,17.079
1995-08-28,17.021
1995-08-29,16.966
1995-08-30,17.068
1995-08-31,16.819
1995-09-01,16.782
1995-09-02,16.956
1995-09-03,17.035
1995-09-04,17.311
1995-09-05,17.33
1995-09-06,17.101
1995-09-07,16.993
1995-09-08,16.93
1995-09-09,16.886
1995-09-10,16.854
1995-09-11,16.394
1995-09-12,16.127
1995-09-13,16.083
1995-09-14,16.164
1995-09-15,16.254
1995-09-16,16.238
1995-09-17,16.268
1995-09-18,16.365
1995-09-19,16.345
1995-09-20,16.371
1995-09-21,16.347
1995-09-22,16.323
1995-09-23,16.365
1995-09-24,16.22
1995-09-25,15.957
1995-09-26,15.819
1995-09-27,15.869
1995-09-28,15.765
1995-09-29,15.46
1995-09-30,15.433
1995-10-01,15.514
1995-10-02,15.579
1995-10-03,15.749
1995-10-04,15.805
1995-10-05,15.912
1995-10-06,15.751
1995-10-07,15.495
1995-10-08,15.532
1995-10-09,15.457
1995-10-10,15.346
1995-10-11,15.296
1995-10-12,15.261
1995-10-13,15.231
1995-10-14,15.272
1995-10-15,15.316
1995-10-16,15.198
1995-10-17,14.809
1995-10-18,14.533
1995-10-19,14.429
1995-10-20,14.455
1995-10-21,14.427
1995-10-22,14.377
1995-10-23,14.285
1995-10-24,14.281
1995-10-25,14.171
1995-10-26,13.991
1995-10-27,13.774
1995-10-28,13.558
1995-10-29,13.351
1995-10-30,13.086
1995-10-31,12.613
1995-11-01,12.25
1995-11-02,12.108
1995-11-03,12.026
1995-11-04,12.023
1995-11-05,11.869
1995-11-06,11.625
1995-11-07,11.576
1995-11-08,11.63
1995-11-09,11.459
1995-11-10,11.264
1995-11-11,11.148
1995-11-12,11.238
1995-11-13,11.157
1995-11-14,11.05
1995-11-15,10.877
1995-11-16,10.596
1995-11-17,10.554
1995-11-18,10.456
1995-11-19,10.396
1995-11-20,10.457
1995-11-21,10.584
1995-11-22,10.409
1995-11-23,10.147
1995-11-24,9.864
1995-11-25,9.758
1995-11-26,9.696
1995-11-27,9.637
1995-11-28,9.49
1995-11-29,9.325
1995-11-30,9.244
1995-12-01,9.094
1995-12-02,8.908
1995-12-03,8.789
1995-12-04,8.65
1995-12-05,8.546
1995-12-06,8.392
1995-12-07,8.28
1995-12-08,8.151
1995-12-09,7.934
1995-12-10,7.751
1995-12-11,7.608
1995-12-12,7.394
1995-12-13,7.206
1995-12-14,7.068
1995-12-15,6.973
1995-12-16,6.856
1995-12-17,6.737
1995-12-18,6.616
1995-12-19,6.561
1995-12-20,6.486
1995-12-21,6.443
1995-12-22,6.39
1995-12-23,6.376
1995-12-24,6.384
1995-12-25,6.36
1995-12-26,6.33
1995-12-27,6.243
1995-12-28,6.057
1995-12-29,5.761
1995-12-30,5.302
1995-12-31,4.842
1996-01-01,4.425
1996-01-02,4.064
1996-01-03,3.763
1996-01-04,3.902
1996-01-05,3.734
1996-01-06,3.421
1996-01-07,3.354
1996-01-08,3.265
1996-01-09,3.872
1996-01-10,3.838
1996-01-11,3.892
1996-01-12,3.763
1996-01-13,3.78
1996-01-14,3.646
1996-01-15,3.649
1996-01-16,3.508
1996-01-17,3.464
1996-01-18,3.265
1996-01-19,3.278
1996-01-20,3.224
1996-01-21,3.197
1996-01-22,3.385
1996-01-23,3.358
1996-01-24,3.281
1996-01-25,3.415
1996-01-26,3.193
1996-01-27,3.106
1996-01-28,3.402
1996-01-29,2.44
1996-01-30,2.033
1996-01-31,1.803
1996-02-01,1.472
1996-02-02,1.343
1996-02-03,1.253
1996-02-04,2.107
1996-02-05,2.485
1996-02-06,2.585
1996-02-07,2.567
1996-02-08,2.436
1996-02-09,1.867
1996-02-10,1.678
1996-02-11,2.032
1996-02-12,2.148
1996-02-13,2.335
1996-02-14,2.537
1996-02-15,2.553
1996-02-16,2.544
1996-02-17,2.559
1996-02-18,2.433
1996-02-19,2.236
1996-02-20,2.236
1996-02-21,2.146
1996-02-22,2.071
1996-02-23,2.055
1996-02-24,2.153
1996-02-25,2.143
1996-02-26,2.184
1996-02-27,2.236
1996-02-28,2.34
1996-02-29,2.417
1996-03-01,2.542
1996-03-02,2.657
1996-03-03,2.964
1996-03-04,2.772
1996-03-05,2.602
1996-03-06,2.854
1996-03-07,2.917
1996-03-08,2.684
1996-03-09,2.35
1996-03-10,1.652
1996-03-11,1.527
1996-03-12,1.845
1996-03-13,2.244
1996-03-14,2.15
1996-03-15,2.108
1996-03-16,2.215
1996-03-17,2.052
1996-03-18,2.119
1996-03-19,2.512
1996-03-20,2.486
1996-03-21,2.57
1996-03-22,2.524
1996-03-23,2.458
1996-03-24,2.32
1996-03-25,2.299
1996-03-26,2.284
1996-03-27,2.009
1996-03-28,1.429
1996-03-29,1.214
1996-03-30,1.25
1996-03-31,1.212
1996-04-01,1.261
1996-04-02,1.42
1996-04-03,1.55
1996-04-04,1.511
1996-04-05,1.641
1996-04-06,1.765
1996-04-07,1.92
1996-04-08,2.041
1996-04-09,2.312
1996-04-10,2.359
1996-04-11,2.377
1996-04-12,2.534
1996-04-13,2.711
1996-04-14,2.833
1996-04-15,2.898
1996-04-16,3.041
1996-04-17,3.098
1996-04-18,3.229
1996-04-19,3.452
1996-04-20,3.683
1996-04-21,3.834
1996-04-22,3.923
1996-04-23,4.125
1996-04-24,4.047
1996-04-25,4.016
1996-04-26,4.097
1996-04-27,4.155
1996-04-28,4.284
1996-04-29,4.409
1996-04-30,4.604
1996-05-01,4.563
1996-05-02,4.842
1996-05-03,5.123
1996-05-04,5.219
1996-05-05,5.521
1996-05-06,5.736
1996-05-07,5.837
1996-05-08,5.644
1996-05-09,5.646
1996-05-10,5.634
1996-05-11,5.672
1996-05-12,5.759
1996-05-13,5.713
1996-05-14,5.849
1996-05-15,6.061
1996-05-16,6.153
1996-05-17,6.005
1996-05-18,5.983
1996-05-19,6.107
1996-05-20,6.271
1996-05-21,6.307
1996-05-22,6.64
1996-05-23,7.078
1996-05-24,6.997
1996-05-25,6.812
1996-05-26,6.605
1996-05-27,6.802
1996-05-28,6.959
1996-05-29,6.856
1996-05-30,6.569
1996-05-31,7.036
1996-06-01,7.097
1996-06-02,7.098
1996-06-03,7.439
1996-06-04,7.393
1996-06-05,7.392
1996-06-06,7.605
1996-06-07,7.778
1996-06-08,8.023
1996-06-09,8.341
1996-06-10,8.504
1996-06-11,8.434
1996-06-12,8.814
1996-06-13,9.284
1996-06-14,9.502
1996-06-15,9.783
1996-06-16,10.327
1996-06-17,11.017
1996-06-18,11.714
1996-06-19,12.45
